sentiment,text
0,"#Dubrovnik i koronavirus: Grad gubi 30 MILIJUNA KUNA. Booking lošiji 45% nego lani, očekuje se skoro duplo lošija sezona. #Split zasad nema izračune o utjecaju na proračun."
1,user Tamo je opći kaos. Cijela država u karanteni. 3mj zatvora i 200e kazne ako ideš van vez razloga. Smiju do posla ako nemogu raditi od kuće i smiju doktoru ako je hitno. Svi građani su zatvoreni u kućama
0,:red_exclamation_mark:Savjetovanje na temu koronavirusne bolesti i izazova u poslovanju pratite danas uživo s početkom u 14:00 putem Youtube linka: 2 url
1,user Još uvijek priča. O virusu je rekla sve u 30 sekundi i preporučila gotovo sve kontra što struka preporuča.
0,Košarkaški klub Split sutra igra utakmicu protiv HKK Široki bez gledatelja zbog situacije s koronavirusom. Svi koji su kupili ulaznice dobit će povrat novca. user #COVID2019
1,Ovaj Capak na N1 tv je upravo priznao da se testovi uopće nisu obavljali na svim osobama koje su imale teške respiratorne smetnje tj. infekcije i da će se tek početi testirati. #n1
1,user Mene najviše plaši nelogičnost u svemu što čitam o virusu pa nemam više povjerenja u ništa: ili nitko ne zna što se zapravo događa ili vlasti taje pravu istinu da ne bi došlo do panike...
0,Na ilustriranim plakatima u prilogu možete pregledati preporuke Hrvatskog zavoda za javno zdravstvo i Hrvatskog crvenog križa u vezi s prevencijom širenja koronavirusa COVID-19. Najnovije podatke i preporuke postupanja pročitajte na poveznici. :right_arrow: url #UniZg url
0,"Trenutno nema dokaza da bi hrana mogla biti izvor ili prijenosnik zaraze koronavirusom, objavio je Hrvatski zavod za javno zdravstvo. Europski centar za sprječavanje i suzbijanje bolesti izvijestio je da se virus prenosi mahom kapljičnim putem kad ljudi kišu, kašlju ili izdišu. url"
0,"U slučaju bilo koje gripe, zaraze, epidemije i pandemije obavezno otvorite prozore kažu epidemiolozi"
1,"user mislim da sad malo pretjeruješ sa kurčenjem, šta corona ovo ono. nije mene strah što će biti meni, mene je strah što će biti starijima i ozbiljno bolesnima oko mene ako im ja prenesem virus jer ne znam da sam zaražena. i to je opravdan strah. nije to gripa ili kao gripa."
3,user Zamisli da virus mutira i rokne samo na fašiste i co.?
0,Moguć moratorij na kredite za poduzetnike pogođene koronavirusom url
0,":red_exclamation_mark:Iz Klinike za infektivne bolesti ""Dr. Fran Mihaljević"" u Zagrebu, potvrđena je još jedna oboljela osoba novim #coronavirus, hospitalizirana u OB Pula. Do sada je u RH potvrđeno 14 oboljelih osoba. :right_arrow: url #StožercivilnezaštiteRH"
0,Šibenčanin završio na ulici jer nije htio ići u žarište koronavirusa: 'Šef mi je kazao da sam p***a' url #vijesti
0,druženje u user . je li zadnje prije samoizolacije?
0,"""Pozdrav proljeću"" otkazao koronavirus: I u Karlovačkoj županiji odgođena sva okupljanja s više od 1.000 ljudi - za manja potrebna suglasnost Stožera civilne zaštite url"
1,"Koje su nam sve boleštine ""podmetnuli tamni vladari Zemlje""... :) Bolesti teorija zavjere - koronavirus, AIDS, kuga, url"
1,"user Sada će umjesto ""niste odabrani"" pisati: ""Nemate doktorat iz etike, niste prof. dr. Markotić i ne znate higijenu, a u kvantnoj fizici niste Davoru Pavuni ni do koljena!""."
0,"Razgovor za hrvatske medije oko negativnog utjecaja koronavirusa na hrvatski turizam i gospodarstvo, zbog čega sam zatražio očitovanje user prošli tjedan. 2 user #COVID19 url"
3,"""Nego, jeste li coronirali?"" :face_with_tears_of_joy: Neki će ljudi živjeti dvista godina bez obzira na viruse."
0,"Stručnjak za zapratiti, premda nije petak #koronavirus url"
0,"Usporavanje širenja koronavirusa naš je najveći prioritet! Odgovorno ponašanje najbolja je prevencija - izbjegavajte bliske kontakte s prehlađenim osobama i javna okupljanja, često perite ruke, izbjegavajte rukovanje, odgodite putovanja koja nisu nužna. #EPlenary #COVID2019 url"
1,"Premijer i šef HDZ-a Andrej Plenković se i dalje ponaša kao apsolutno neodgovoran političar: i dalje održava velike stranačke skupove. Nije jedini, naravno, ali prvi pozvan da se primjereno ponaša. Zna li on nešto više od WHO ili od naših epidemiologa? Čisto sumnjam. url"
3,"Globalno zatopljenje, borba protiv siromaštva i ostali problemi koje ovaj svijet ima neka uzmu PR agenciju koja radi ovaj virus."
3,Prije će me otjerati u grob ovaj loše enkodiran mp3 u reklami za koncert Celine Dion nego bilo kakav virus
3,Najbolji scenario: korona riješi sve idiote koji nam idu na kurac. Loš scenario: korona riješi nas. Najlošiji scenario: korona poštedi i nas i njih.
1,Zastrašujuća nesposobnost naše vlade u postupanju s koronavirusom je toliko ekstremna da se čini da to radi namjerno.
0,Još sedam zaraženih u Srbiji url #koronavirus #Srbija #coronavirus #virus
0,"U emisiji Hrvatskog radija ""A sada Vlada"" kod urednice #ElianaČandrlićGlibota govorim o najvažnijim odlukama i mjerama Nacionalnog stožera civilne zaštite, temama user te drugim aktualnostima u :European_Union: i :Croatia:. url"
0,"Gumbići u liftu, gumbići na parkirnim aparatima; sve mjesta koja stišćete skupa s nekim covid-19 nositeljem :) url"
0,"Sukladno preporuci Stožera civilne zaštite o mjerama opreza za odgodu ili ograničenje organiziranih skupova zbog korona virusa (COVID-19), KK Cibona je donijela odluku da se utakmice s Partizanom i Škrljevom igraju bez prisustva gledatelja. :link:: 2 url"
0,"""Italija - Zbog korone ne moraju plaćati porez i režije - Vlada će odobriti mjere u vrijednosti oko 10 milijardi eura."" Beroš: Razmišljamo i o mjeri zatvaranja hrvatskih granica url putem korisnika/ce user"
1,"Priče oko korona virusa su u mojoj firmi došle do kritične razine. Imamo lika koji van sebe već par dana baulja po hodnicima i svima nešto pokušava objasniti. Moje kašljanje u njegovu glupu facu je nazvao ""zloupotrebom položaja"""
3,user Sve eminentni poznavatelji virusa...Fažolić vs ŽMarkić
3,"Ljudi kupuju kirurške maske, brašno, ulje i tariguz. Ja, odem u L'Occitane i potrošim 2 soma kuna za 10 min. Ako me složi korona barem ću lijepo mirisati i koža bu mi mekana."
0,"- Sasvim je moguće da će odaziv zbog koronavirusa biti manji. Hoćete li vi zajedno dočekati izborne rezultate? - Svi će se naći zajedno i pjevati pjesmu Frane Lasića ""Zagrljeni, zagrljeni.."" i ući u novi dan. Gordan Jandroković o utjecaju koronavirusa na izbore user #n1info url"
1,"Savjet Civil. zaštiti, MIZ i HZJZ: odmah uzmite web dizajnera da kreira 1 centralni web za sve info o #koronavirus Info rasute po raznim webovima, niti 1 web ne sadrži sve info, vizualno nepregledni, info nabacane. I zastarjele. 13 zaraženih 11.3. u 13h? user url"
1,"Ok,koliko ja shvaćam mladi ljudi mogu prenijeti virus? Zašto onda nitko od nadležnih ne pozove mlađu populaciju da ne dijele joint ili recimo labello? Zato jer naša omladina ne duva i ne jebe se prije braka? Naputak nemojte se rukovati,pogotovo ako niste oprali ruke? Big deal"
0,[STOŽER PGŽ] Nema razloga za nove mjere zaštite od širenja koronavirusa url
1,user zbog tebe ja virus došao jer si me odbacila jer si bila bahata nad osobom s poteškoće u razvoju podvala si vrijađala si si svakome proklela si me Bogu les odgovarati za sve svoje postupke i sta si me odbacila kao da daje jebeno smee a ti si vrag i đavao
0,Pratite uživo :down_arrow: #COVID19 #korona u :Croatia: url
3,Kad pogledaš koliko smo testova napravili imam dojam da baš ovako naši traže koronavirus. url
0,"NJEŽNIJI, LJEPŠI I JAČI SPOL Žene su otpornije na koronavirus od muškaraca url"
0,:microbe: Koronavirus: Zastupnici pozivaju na solidarnost država članica: :right_arrow:Odavanjem časti medicinskom osoblju :right_arrow: Medicinska oprema mora biti proizvedena u EU i dostupna svim članicama :right_arrow: Zajedničkim punjenjem fondova za istraživanje borbe protiv virusa #racunamnaeuropu #zajednozaeu url
3,"Danas se sretnem sa Mocom: - E Simba ne rukujem se, strah me korona virusa, sve će nas pobiti. Ti se ne bojiš? - Ma kaki. - A šta ako ga dobiješ? - Boli me gnjurac idem na bolovanje :smiling_face_with_sunglasses:"
0,Širenje koronavirusa je test za naše vrijednosti i humanost: u odgovoru na krizu nikoga se ne smije isključiti ili diskriminirati. Više od šefa #UNHCR user na: url
1,user Samo da znaš da u svakom uredu mora biti sredstvo za dezinfekciju i to po osobi. Barem u sektoru u kojem sam ja. Ne mogu se prestati čuditi i više ne znam na šta ovo sve liči
1,"2 user Hoćete uvažiti i činjenicu da je proglašena globalna pandemija? Hoćete zatvoriti granice? Povećati broj testiranja? Zatvoriti škole, vrtiće, fakultete? Ili neće korona nama?"
0,":red_exclamation_mark:Iz Klinike za infektivne bolesti ""Dr. Fran Mihaljević"" u Zagrebu, potvrđene su još tri oboljele osobe novim #coronavirus, hospitalizirane u Zagrebu. Dosad je u Republici Hrvatskoj potvrđeno ukupno 19 oboljelih osoba. Više na :right_arrow: url"
1,"user Ovdje se virus uzima na laka leđa. 1000 ljudi na skupovima je previše, a broj izvršenih testova oko 400 iako ih je Slovenija kao duplo manja država napravila 900. Siva brojka zaraženih je znatno veća od 19 što bi se i pokazalo da se odgovorno testira a ne po političkom dektretu."
1,Jedino što mi smeta je to što će Koronavirus sjebat cijeli nogomet u Europi boli me kurac za Talijane koji ne peru ruke
1,"Ne polažem prevelike nade ni u koju političku opciju u Hrvatskoj od '91 do danas: do sad su svi pokazali da nisu ni za što. Ali da nisu u stanju prepoznati izvanrednu situaciju i barem prepisivati što drugi pametniji rade, e to mi nije jasno. #coronaviruscroatia"
0,Besplatno korištenje Adobe Connect virtualnih soba url #AdobeConnect #covid-19 #VirtualnaSoba
0,"ZAGREB - U Istarskoj županiji od petka će biti obustavljena nastava u osnovnim i srednjim školama te visokim učilištima radi koronavirusa, objavio je u srijedu predsjednik Vlade Andrej Plenković nakon sastanka s članovima Nacionalnog stožere civilne zaštite u Vladi. url"
0,"2 user Ministar 2 user : Što se tiče putnika na brodu u Splitu, Italija će primiti svoje državljane natrag, a ostali će strani državljani biti smješteni u karantenu. url"
3,Upravo imali sastanak kriznog stožera u stanu jer cimeričin kolega ima simptome!
1,"""Postupnost je potpuno pogrešna."" Pouka za sljedeću virusnu sezonu. Kreće show što se tiče eksponencijalnog širenja zaraze. Sad treba držati smrtnost što nižu. url"
0,VIDEO Borba protiv koronavirusa na gospodarskom frontu: Razmatra se oslobođenje plaćanja poreza i doprinosa url
3,"user Neka neka. Pronaći će ga korona, kad tad."
1,Cjenovni biseri američkog zdravstva The Cost of Not Getting Tested for Coronavirus: a $10K Bill - url
3,2 user Znao sam da corona ima veze s odašiljačima i Učkom! ;)
1,"Bojim se da nam se puno toga skriva u ovom trenutku. Samo nebo zna pravu istinu, a nažalost nikada nećemo saznati kome je i iz kojeg legla zapravo ""pobjegao"" ovaj virus."
1,"Cijelu 2019. masirali su nas da 2020. stiže globalna recesija strašnija od ranije. Znači, kriza bi došla bez obzira na pandemiju koronavirusa koja, očito, cijelu stvar pogoršava. Zašto se svi prave blesavi i ne spominju te ranije prognoze? #samopitam"
0,":red_exclamation_mark:Ako se želite boriti protiv virusa i bakterija prirodnim putem - bez nuspojava antibiotika - paraprotex može biti očito rješenje. 10 biljaka sadržanih u njemu imaju antibakterijska, antivirusna i antifungalna... url"
3,Hrvatska će prva na svijetu iskorijeniti Korona virus. Kako? Prestat ćemo testirati i brojati.
0,"Auu sad čitam Rugani iz Juventusa ima koronu, cijela momčad mora u karantenu :grimacing_face:"
1,"user u Istri interventne službe tragaju za talijanima koji su iznajmili kuce na dva tri mjeseca kako bi se makli iz Italije.. Istra će biti kao Veneto i Lombardija, u karanteni i nema mrdanja samo je pitanje dana"
3,Jel ima negdje nešto napisano o tome da je ovaj virus došao kao naručen? mislim isplaniran...
0,Pranje i dezinfekcija ruku ključni su za sprječavanje infekcije. Ruke treba prati često i temeljito sapunom i vodom najmanje 20 sekundi. Kada sapun i voda nisu dostupni možete koristiti dezinficijens koji sadrži... url
0,"O prevenciji wuhan virusa: - Najčešći način da se zarazite je u bliskom kontaktu sa zaraženim osobama, kapljičnog ili dodirnuti stvari u javnosti, kao što su rukohvati, ručke na vratima, ručke u autobusu itd., pa... url"
0,:Croatia: #Koronavirus: Donald Trump zabranjuje sva putovanja iz Schengenskog prostora u SAD na 30 dana Više na linku... :right_arrow: url :United_Kingdom: #Coronavirus: Donald Trump bans all travel from the Schengen area to the US for 30 days Read more... :right_arrow: 2 url
1,"Od frenda frenda zna frenda čiji frend radi za.... Pun kufer mi je tih pametnjakovića, ali 'ko zna, možda je istina: 1) u OŠ Vrbani potvrđen #koronavirus kod jednog roditelja, za dijete se čekaju nalazi 2) Vlada zna da je broj oboljelih veći, u roku 48h nas čeka karantena"
0,"Perem ruke dezinfekcijskim sredstvom koje su nam stavili kod ulaza (pravila se poštuju) i u trenu mi se vrati poznati miris!!! Daaa, Vigor vodka, cuga moje mladosti!!!"
3,"Na šanku kafića čaše, šalice, novine, pepeljara i sredstvo za dezinfekciju. Essentials."
1,"Jučer mi izbaci članak od Večernjeg lista s naslovom: ""Zašto se u Hrvatskoj testira na korona virus samo u Zagrebu?"" Ispod toga odmah je bio drugi članak: ""U Osijeku petero ljudi testirano na korona virus, nalazi negativni"""
0,Nova objava Igora Rudana o koronavirusu: Svijet bira između dva ekstremna scenarija url #vijesti
1,"A ""nenormalnih"" je puno zbivanja i fenomena koja se događaju u Hrvatskoj od godine 2000., kada je našu domovinu zahvatio revizionistički virus proteklih vremena u kojima se razvio ""koljački antifašizam"" do neslućenih visina"
3,"""Na utakmici protiv Clevelanda 3. ožujka protiv Goberta je igrao i naš Ante Žižić, imao je šest koševa i dva skoka, tako da i on mora u samoizolaciju."" Da je imao bolji skor, možda ne bi morao!"
1,"""U Hrvatskoj ponovno izranja fašizam. Petokoronaši se hapse i stavljaju U karantene. Doklen terorče?"" - komentirao je najnovija događanja u Hrvatskoj anal-itičar Zoran Pusić."
3,"idem jest, možda korona neće na jače potfutrane. url"
0,[COVID-19] Budite informirani i pregledajte najnovije informacije Vlade RH u vezi zaštite od koronavirusa. :right_arrow: url #UniZg
0,"U uvjetima proglašene epidemije koronavirusa na području Hrvatske, a s ciljem osiguranja kontinuiteta odgojno obrazovnog procesa, HRT se zadužuje omogućiti izvođenje nastavnog programa na daljinu. url"
3,"user Kakav je sad ""službeni"" stav o sodi bikarboni kao univerzalnoj panaceji te širi li se korona chemtrailsima?"
1,Jeli itko bacio pogled na web stranicu Ministarstva rada i mirovinskoga sustava? Ondje se koronavirus ne događa! Umjesto da sve pršti od uputa radnicima i poslodavcima o postupanju i mogućnostima koje im stoje na raspolaganju u prevladavanju stanja - MRMS = 0! #politikahr
3,Ja se samo bojim da zbog samoizolacije izazvane strahom od user sve one osobe oboljele od homoseksualnosti ne odustanu od zahtjeva za udomljavanjem djece i spašavanja te iste djece iz trošnih domova i potencijalnih heteroseksualnih roditelja koji su pijanci i nasilnici. :crying_face::crying_face::crying_face:
3,Dođem na faks i shvatim da sam zaboravio škare doma i doslovce nemam što za raditi. #CoronavirusPandemic
1,NOVA VIJEST S POSLA: na društvenim mrežama su pročitali da će Zagreb biti u karanteni i bez obzira na to što na radiju javljaju da je vijest lažna SVI ali svi iz moje firme su se pokupili i otišli u nabavu brašna i ulja. Ostao sam sam u firmi hahahahahahahahahahahaha
1,"Mislim ono i da stave Zagreb u karantenu šta onda??? Bespotrebno stvaranje jebene panike i meteža koje je izgleda samo meni smiješno. Ispraznit će police, potrošiti lovu jer eto živimo u 18 stoljeću pa i da bude te karantene ništa se neće moći nabaviti"
0,Pozdrav svima! Zbog situacije s COVID-19 virusom odgađamo planirani Zagreb meetup u ožujku. Novi datum ćemo znati ovisno o razvoju situacije - plan je održat ga u travnju :crossed_fingers_medium-light_skin_tone: Stay safe i vidimo se na meetupu #WordPress #meetup #wpmeetupzg #corona
1,2 user Treba poraditi na revitalizaciji industrije RH i banaka RH. I onda će doći do oporavka demografije i stanje države će se preporodit. A turizam je pred kolapsom zbog virusa da opet državu izvuće.
3,"user corona je ništa više nego jos jedna u nizu udbaških poteza ispod stola s ciljem poticanja rasta komercijalnog sektora farmaceutskog establišmenta. Kum mi radi u SOA-i, sve mi je rekao..."
1,Svećenik Ante Jozić doista nema sreće: Sada je njegovo biskupsko ređenje odgođeno zbog koronavirusa url
1,"iako Danska još nema smrti od COVID-19, proglasila je 14-dnevni lockdown, jer je to jedini način da se širenje virusa obuzda. url"
0,"Šefica ECB-a, upozorava na nužnost koordinirane akcije članica na epidemiju i najavljuje monetarne mjere. url"
0,user : Tri četvrtine tvrtki u Hrvatskoj osjeća posljedice koronavirusa na poslovanje! #COVID19 url
0,Sve ostale mjere koje smo predložili za gospodarstvo i građane u kontekstu situacije vezane za koronavirus možete pročitati na našem webu. url
3,"Najteža posljedica korona virusa u Hrvatskoj bit će dolazak Bere na vlast. Prvo će virus uzrokovat kolaps gospodarstva, pa će HDZ izgubit izbore i Bero će biti premijer. #berovirus"
3,"A ne, ne, ne! Sad će to ""nevidljiva ruka"" sve pospremiti. Već vidim privatnike u zdravstvu kako se trgaju za brigu o #covid19hr pacijentima. A ha! url"
0,"U Kini prošao vrhunac koronavirusa, pandemija bi trebala biti gotova do lipnja - url #vijesti #hrvatska url"
1,"Sve rasprave oko težine simptoma COVID-19 i gripe deplasirane, jer to nije ono što epidemiologa primarno brine. Pročitajte više na: url - 2 url #vijesti"
0,"""Informacija iz snimke koja kruži po društvenim mrežama o tome kako je odlučeno da će Grad Zagreb biti pod karantenom je lažna"" - potvrdio je glasnogovornik user Marko Milić na upit Hine #faktograf #samočinjenice url"
0,I Google omogućio besplatno korištenje nekih usluga url #CoronaVirus #covid-19 #Google
2,Brat prvooboljelog od corona virusa u Hrvatskoj zdrav pušten kući! :clapping_hands::clapping_hands:
1,"2 user Ni ja. Ali ne volim političare u doba kolere. user mi se čini super lik, samo mora ostati prije svega liječnik! To je moja jedina briga."
0,"Jako interesantan članak. Ako je službeni broj slučajeva u HR 20tak, stvarni broj slučajeva je 10x, 20x ili čak 50x. Zaraza se širi dok simptoma još nema, a smrtnost ovisi o kapacitetima zdravstvenog sustava. Je li vrijeme za uvođenje socijalnog distanci... url"
0,"Skupini koronavirusa doista pripadaju i neki virusi koji uzrokuju blaže tegobe, kao što je obična prehlada. Međutim, skupini koronavirusa pripadaju i znatno opasniji virusi kao što su SARS ili MERS, ali i ""novi koronavirus"" odnosno COVID-19. #faktograf #koronavirus url"
1,"2 user Slažem se sa tvrdnjom da će više mrtvih hrvata bit u Kauflandu i Lidlu ako objave tešku paniku, nego što će ih umrijet od virusa."
0,"U svom priopćenju navode da su profesionalni nogometaši i nogometašice, kao i svi ostali radnici, zabrinuti za sebe, svoje obitelji i prijatelje jer su svakodnevnim obavljanjem posla izloženi zarazi novim virusom. url"
0,Na temelju preporuka Kriznoga stožera Sveučilišta u Zagrebu rektor prof. dr. sc. Damir Boras donio je Uputu sastavnicama Sveučilišta u Zagrebu o postupanju vezano uz epidemiološku situaciju vezanu za COVID-19. Uputu pročitajte na poveznici. :right_arrow: url
1,"3. savjet za HZJZ user Pdf je big NO, NO! Brojevi telefona županij. epidemiologa (dostupnih 0-24h) ne mogu biti u pdf u 1 od letaka. Objavite ih klikabilne na webu. Centralni telefoni moraju biti dostupni non-stop, a ne samo do 14h vikendom. Detalji 2 url"
0,"Kao pomoć tvrtkama, javnom sektoru i ostalim organizacijama zahvaćenim ograničenjima uzrokovanim epidemijom COVID-19 virusa, Adobe je odlučio ponuditi opciju besplatnog korištenja Adobe Connect virtualnih soba u trajanju od 90 dana. :down_arrow::down_arrow::down_arrow: url"
0,"Svi međunarodni granični prijelazi #BiH s Hrvatskom, Srbijom i Crnom Gorom otvoreni. U BiH zabranjen ulazak strancima koji dolaze iz Italije, Irana, Južne Koreje i dijelova Kine (Hubei i Wuhan). Državljani BiH koji se vraćaju iz neke od tih zemalja idu u samoizolaciju 14 dana. url"
0,"Zadar: Jedna osoba u izolaciji, za tri očekuju nalaze, 108 pod nadzorom url"
3,"Prvo i osnovno je da Hrvatska shvati kako je odavno zaražena virusom gluposti, a onda budući znamo da Bog dragi pomaže budalama, nemamo se čega bojati. url"
0,Kriza s koronavirusom imat će dalekosežne posljedice na igru Nova Posudba by user url
0,user Ja bauljam i je gužva al ne onako kako su moji s posla pričali da je bilo ujutro kad su nakon vijesti na internetu da idemo u karantenu pohrlili u kupovinu. Kako mi je žao što to nisam vidio. Tramvaji su za razliku od inače prazni ili poluprazni za ovo vrijeme kad svi idu s posla
0,Hrvatska znanstvenica na korak do lijeka za koronavirus: 'Oduševila je Amerikance' url #vijesti
0,Čemu nas korona može naučiti url
3,najpametnije se sad odmah zaraziti i lijepo zauzeti respirator dok ih još ima
1,"hrvatska ne zatvara škole zato što ""nema znanstvenih dokaza da su asimptomatska djeca širitelji infekcije"". ne znam šta bi mislio o tome"
0,"""Ne postoji razuman argument da se ovaj prijedlog odbije"" ističe Tomislav Stojak iz HNS-a, prijedlog o kojem će se raspravljati na skupštinskoj sjednici za tjedan dana. Kako su rekli, ako se zbog korona virusa ona uopće i održi. url"
1,"Mene je više strah ove panike koja vlada, dezinformacija i rekacije ljudi na sve to od bilo kakvog virusa"
0,Pogledaj koje brojeve možeš nazvati ako sumnjaš na zarazu koronavirusom 2 url
0,"Ponukan pandemijom koronavirusa, koji će bez dvojbe ograničiti druženja uživo, Viber od danas udvostručuje broj ljudi koji mogu sudjelovati u grupnim glasovnim pozivima na 10. 2 url"
1,2 user Oko nas je svakodnevno mlijarde vrsta virusa..neki bezazleni a neki opasni. Nije dobro razboliti se ali ovo je ozbiljna podloga za propagandu prijevara uz pmoć panike
0,"Pripremili smo članak o tome kako s djecom i mladima u obrazovnim ustanovama razgovarati o koronavirusu i prevenciji na način primjeren njihovoj dobi na temelju Smjernica za prevenciju i kontrolu virusa COVID-19 user , UNICEF i user . #koronavirus #COVID19 url"
1,"Cirkus u Plodinama na Marinićima, ljudi kupuju zalihe, počistili sve police, na blagajnama kaos... kako panika može biti opaka stvar... paradoks na najjače, nemojte u zatvorene prostore i onda masovna histerija, kupuju se zalihe k'o da je rat. #Covid_19 #rijeka #zaljev #corona url"
1,2 user On je najveći pozitivac meni u ovoj čitavoj sprdačini od sustava.
2,"Očekivan i pametan potez, HNL se preselila na 19 dana u karantenu... :sad_but_relieved_face: url"
0,"""Trenutno je u karanteni Splitsko-dalmatinske županije smješteno 28 ljudi. Svi ostali putnici s ""Marka Pola"" su u samoizolaciji..."" url"
0,"Ministar user za user : Vezano uz širenje lažnih vijesti o #coronavirus, user provodi istraživanja. Javnost može biti sigurna da nema relevantne informacije, a da nije podijeljena kada je bila poznata i nama. To bi bilo i kontraproduktivno i neodgovorno. url"
1,"user Fuj, zašto korona njih ne pobije :crying_face:"
3,Nadam se da su novinari već pripremili petak 13. + corona pandemija/karantena naslove za sutra:crossed_fingers:
0,Željko Komšić u izolaciji zbog korona virusa url via user
0,"OPET JE LAGAO! Srbija bijesna na Vučića: ""To je smešan virus, ima ga i na Facebooku"" - video url via user"
2,"user ja već dogovorila skype izlaske uz pelin za nas u izolaciji/home officeu, moramo nešto :grinning_face_with_smiling_eyes::person_shrugging_light_skin_tone::female_sign:"
3,"I ja sam postao žrtva koronavirusa. Sagnuo sam se dići šteku mlijeka, kupljenu za ""zlu ne trebalo"", i pukle hlače posred guzice."
0,Čemu nas korona može naučiti url
2,Znam da je kontroverzan stav no nisam za izlov ljudi koji šire dezinformacije o #coronavirus. Tri razloga: (1) sloboda govora je krhka (2) treba jačati analitičke vještine čitatelja (3) da MUP lovi dezinformatore o klimatskim promjenama u Remetincu bi trebali dići još jedan kat!
1,jedna osoba u Hrvatskoj ozdravila (Statistika iz Worldometersa) - Molite Boga za zdravstvene djelatnike diljem svijeta i naše Domovine Republike Hrvatske da koronavirus prestane što prije to bolje da smanji prevelika panika (2) url
1,user I sad tu pljuckaš umjesto da si u karanteni:winking_face_with_tongue:
1,"2 user Ako je pametan, pobjeći će :rolling_on_the_floor_laughing:"
1,"2 user Plus se proširila ona lažna snimka da Plenković uvodi karantenu Zagreba, a većini to u mozgu djelovalo logično iako znaju da je lažna pa ih odveo instinkt u shopping"
0,Rudan eksluzivno za Večernji list: 'Čemu me do sada naučio koronavirus?' url #vijesti
2,Nadam se da ćemo mi biti Singapur ili Hong Kong Europe. 2 user :thumbs_up:
0,Hoće li koronavirus ugroziti izbore u HDZ-u: Kujundžić traži odgodu url
0,"SambuRexom protiv virusa:flexed_biceps::flexed_biceps: :backhand_index_pointing_right::backhand_index_pointing_right::backhand_index_pointing_right:Što je to u bobicama bazge što uništava viruse otkrila nam je virologinja, Madeleine Mumcuoglu, s izraelskog Hadassah-Hebrew University Medical Centre. Ona je ustvrdila* da bobice bazge... url"
0,"SambuRexom protiv virusa:flexed_biceps::flexed_biceps: :backhand_index_pointing_right::backhand_index_pointing_right::backhand_index_pointing_right:Što je to u bobicama bazge što uništava viruse otkrila nam je virologinja, Madeleine Mumcuoglu, s izraelskog Hadassah-Hebrew University Medical Centre. Ona je ustvrdila* da bobice bazge... url"
0,"Đikić: Što se više ljudi zarazi, to je veći kolektivni imunitet i virus pada po svom broju - tportal url"
0,Učenik je u samoizolaciji url
0,"Novi turizam.hrt zbraja štete od koronavirusa koje su potopile prvi dio ožujka. Usto i otkriva gdje borave gosti koji nas i dalje posjećuju, od Nacionalnog parka Paklenica preko otvorenih kampova u Istri do viške međunarodne ženske regate PMS. #HRT4 u 21:10. url"
0,U talijanskoj korona-kataklizmi gradić Prato s 40.000 Kineza najsigurnije je mjesto u državi. Evo u čemu je tajna - url #vijesti #hrvatska url
0,"Ministar user : Epidemija nije dosegla svoj vrhunac i za očekivati je rast broja zaraženih, ali je isto tako važno reći da nemamo lokalni prijelaz bolesti. Svi slučajevi su importirani, s blažim oblikom bolesti i na ovaj ili onaj način su povezani s prvih desetak slučajeva. url"
0,Umag - Umago: Koronavirus prisutan i na području Umaga url
0,"user Isto tako, važno je naglasiti da preko 80% slučajeva ima vrlo blage simptome, a velika većina testiranih su negativni. Najvažnija je poruka da je i uz najsavršenije moguće mjere ključ odgovorno ponašanje građana i praćenje uputa user . url"
0,"Art-kino odgađa sve projekcije i programe zakazane do 14. travnja 2020. godine, s obzirom na trenutni razvoj situacije vezane uz korona virus te mjere zaštite stanovništva."
0,U Bruxellesu na Vijeću ministara unutarnjih poslova EU-a razgovaramo o podršci Grčkoj u upravljanju migracijama i aspektu civilne zaštite u odgovoru na #coronavirus. Građani :European_Union: u ovom trenutku žele vidjeti da Europa ima odgovore na njihove zabrinutosti. url
0,"ZAGREB - Zbog epidemiološke situacije uzrokovane pojavom koronavirusa Hrvatski zavod za zdravstveno osiguranje (HZZO) pozvao je osigurane osobe, naročito one starije dobi, da privremeno odgode svoj dolazak u službene prostorije HZZO-a. url"
0,U kontekstu izbijanja epidemije koronavirusa Agencija za mobilnost i programe Europske unije savjetuje svim korisnicima programa Erasmus+ i Europske snage solidarnosti da otkažu ili odgode sva putovanja ili dolazne aktivnosti. Više doznajte na:right_arrow: url #UniZg
3,"Ima li tko vezu za karantenu? Da se malo odmorim, a da ne trošim godišnji..."
2,"U međuvremenu, van Korona virus situacije, život mora ići dalje. Evo malog doprinosa tome, a zapravo i neke preventive jer sad sve ide putem par klikova, a ne fizičkim dolascima uz obilje papirologije i neposrednog kontakta :winking_face: - via user url"
0,Evo i mjere za škole: Nema nastave iduća dva tjedna u cijeloj RH! #koronavirus #n1info url
2,"Za božić se kupilo jedno domaće krme, 15 kora slanine, tri dodatne pećenice, kiselog kupusa ima za do jeseni, jučer se tele spremilo u frižider, komarce ime, liganja ima... S virusom ili bez njega uvijek je ovako. url"
